# hoi4-vanilla-facts-v1
salt	Operation Postern v1.19.2.0.a729
version	1.19.2.0
steam_previous_version	1.19.1.0
checksum	ddb150ad2658facfa661e056d8b1d245
rule	common	.txt
rule	common	.lua
rule	events	.txt
rule	history	.txt
rule	map	.txt
rule	map	.map
rule	map	.bmp
rule	map	.csv
file	common/ai_strategy/ICE.txt	86a33ed897b5122d311ffdefd0471038	d1919ea5
file	common/ai_strategy/INS.txt	4b5cc2cb073ec9414856d2fb2964fb68	0885dd02
file	common/ai_strategy/ITA.txt	5785108a88408e6e3e9bc734d8aef9fe	14fb9d56
file	common/ai_strategy/JAP.txt	9b179932f139f59315d1cb9c3f31e956	49b752d1
file	common/ai_strategy/LIT.txt	979df2b61ce549454376f5870914fc2d	79d67cc8
file	common/ai_strategy/MAN_ai_strategies.txt	617a200c3c785103a22b2fc2d04acd94	39eddb7a
file	common/ai_strategy/MEX.txt	e07ad84c714ce130f46e0a29175851af	0da6a0da
file	common/ai_strategy/PER.txt	56a282dd03e4d3adf0dddb7f6e54d963	95f02383
file	common/ai_strategy/PHI.txt	cff5d8df9ad32c8d08092acad1fd90fd	608331db
file	common/ai_strategy/POL.txt	c2ec17fc7c84afdf0bc01fa2e0903319	9c9194fb
file	common/ai_strategy/POR.txt	8f729939418211ac99268cbbb3bdc911	4ba19578
file	common/ai_strategy/PRU.txt	229f138b406b936d6e5b9aea577efd68	72f9dc5d
file	common/ai_strategy/RAJ.txt	2d489fd39b641a96a71c485159c9690e	18d40e41
file	common/ai_strategy/RKH.txt	877ea77865b989fb3d7946c29ce7c06b	ee0c8f1b
file	common/ai_strategy/ROM.txt	2d789184990e311c87f1e90153496464	82cc1eff
file	common/ai_strategy/RUT.txt	c5eb1656f6c6d6faaf92cf1d97197427	e9b5921f
file	common/ai_strategy/SIA.txt	87d678b09a87da16507f2be327dafacf	52ff4966
file	common/ai_strategy/SLO.txt	013645863b48d4af267c6d870062811a	e47127c0
file	common/ai_strategy/SOV.txt	08efe9028684a9d2ab85406b94d5b28a	d57d8de7
file	common/ai_strategy/SOV_operation_strats.txt	990b288681f06afbf4b077108c158405	a3d00c17
file	common/ai_strategy/SPR.txt	0e41ffd6fa05cef3e65d6c66e8fa184e	2b293e74
file	common/ai_strategy/SWE.txt	95880f83ee013966f7e4032aa7ee2ea1	b8a288b7
file	common/ai_strategy/SWI.txt	d9a4e3857114b91e7a01eb0d6fafad7d	306af898
file	common/ai_strategy/TUR.txt	3eb27ccc87a192f65c69c47a9e7e9b1a	f722fe77
file	common/ai_strategy/USA.txt	5cc918cb2303bac7edc73d229f91ad24	43d4c5fd
file	common/ai_strategy/WTT_china_ai_strategies.txt	27ef7a6d3044e9c828f80cd81edc4c48	22c24e08
file	common/ai_strategy/default.txt	dc69963ea96479ae81f262e2f283392b	98a2bb07
file	common/ai_strategy/doctrines.txt	28b86c48c1a61e3e1d32666ceee4473c	70d0fe31
file	common/ai_strategy/generic_operation_strats.txt	19d91bbbbe584d8ee5986a7e3156dc02	44dcf5cc
file	common/ai_strategy/operatives_default.txt	e4956be1471433b28a68213c3fa3cc65	acc139c9
file	common/ai_strategy_plans/AFG_alternate_strategy_plan.txt	c1ddb566b8bdb3d252124f528faba0a4	32ca8346
file	common/ai_strategy_plans/AFG_historical_strategy_plan.txt	e67c9ccf883fad1aa00043c0918237ff	981a62bd
file	common/ai_strategy_plans/ARG_alternate_strategy_plan.txt	028e2db50bf1706054a6436536e36a09	0b4aa4c9
file	common/ai_strategy_plans/ARG_historical_strategy_plan.txt	f5c290db2350822cadeb93ebfb31a226	640c0835
file	common/ai_strategy_plans/AST_alternate_strategy_plan.txt	f758bb35d302926748b0642171019b78	30926420
file	common/ai_strategy_plans/AST_historical_strategy_plan.txt	07f6f4f96d3bd26cc4ec301fe60b30d1	4f9192bf
file	common/ai_strategy_plans/AUS_alternate_strategy_plan.txt	d152ee2e4bba73784c7ac6ffc3a80af3	35d6b92e
file	common/ai_strategy_plans/AUS_historical_strategy_plan.txt	71a1b6b9d638c1791a38d93fd8bb74bf	3b2e810c
file	common/ai_strategy_plans/BEL_alternate_strategy_plan.txt	903875226045ef57b7ed1b3161ca3622	b8addbab
file	common/ai_strategy_plans/BEL_historical_strategy_plan.txt	c0f16376ff25999d2696dde1fcce1352	3e4662f8
file	common/ai_strategy_plans/BLT_alternate_strategy_plan.txt	6d888018a2de621d5837e16b98830fc7	db8edc1a
file	common/ai_strategy_plans/BRA_alternate_strategy_plan.txt	40dd2f943afa5d172e01babc86d6218a	4c5fcb4c
file	common/ai_strategy_plans/BRA_historical_strategy_plan.txt	6e854bad2431274c777f7860dc6dc77c	353ba1c4
file	common/ai_strategy_plans/BUL_alternate_strategy_plan.txt	03c26a9af516cf9cc056ae2a69e574d6	250d3a44
file	common/ai_strategy_plans/BUL_historical_strategy_plan.txt	43a77e4f21c0581222b92140b77ecd84	45e641b7
file	common/ai_strategy_plans/CAN_alternate_strategy_plan.txt	702b7549632d932916931a02b7c611a1	afde29aa
file	common/ai_strategy_plans/CAN_historical_strategy_plan.txt	29b4bceab0ca8eecdb525587a944d224	e6e9d4eb
file	common/ai_strategy_plans/CHI_alternate_strategy_plan.txt	219463ab79fffc2ae761ff14e9808559	33fe6da6
file	common/ai_strategy_plans/CHI_default_strategy_plan.txt	ded57c2f99233d97a696a8dc7dda3f60	6c5f3f58
file	common/ai_strategy_plans/CHI_historical_strategy_plan.txt	43db2e6a9cbe121a6201bf73ff90412e	bbefe365
file	common/ai_strategy_plans/CHI_sea_alternative_strategy_plan.txt	0913fff24a56c5901866eadd80772214	9329cd49
file	common/ai_strategy_plans/CHI_sea_historical_strategy_plan.txt	68c76b7458be35867c194cb372d766ad	db46b366
file	common/ai_strategy_plans/CHI_sea_warlord_alternate_strategy_plan.txt	3a1a4d8148b427f6e746e5f09846b390	68400336
file	common/ai_strategy_plans/CHI_sea_warlord_historical_strategy_plan.txt	75a03f7648695e06c0ef20352006bc37	33789631
file	common/ai_strategy_plans/CHI_warlord_alternate_strategy_plan.txt	01d341a1071d9fdc32bbbb1a5ce5366f	775a588d
file	common/ai_strategy_plans/CHI_warlord_historical_strategy_plan.txt	3a97349b814f165aabce51a8c36988bc	23273e29
file	common/ai_strategy_plans/CHL_alternate_strategy_plan.txt	4093dbc5a7b50d0b45f5cca531d1ea6c	c83a4287
file	common/ai_strategy_plans/CHL_historical_strategy_plan.txt	61e23748b38c5081d277dd3656ac071a	5112ffd3
file	common/ai_strategy_plans/COG_alternate_strategy_plan .txt	64cfcfa707e37134b29d6893a349d2df	92d1357d
file	common/ai_strategy_plans/COG_historical_strategy_plan.txt	925414878a45d8d10223015c6c0118e5	c8e98aa3
file	common/ai_strategy_plans/CZE_alternate_strategy_plan.txt	461d2a9667c8882821fa3421606ef0ca	c560a17d
file	common/ai_strategy_plans/CZE_historical_strategy_plan.txt	f46571502a41e8269ab35b8b13a0ed30	7e27958a
file	common/ai_strategy_plans/CZE_mun_alternate_strategy_plan.txt	5ce4d20cdf2e6065a12d6e993025ef90	c8cf5b76
file	common/ai_strategy_plans/CZE_mun_historical_strategy_plan.txt	979112b5634f393d03a18244ddc1e7bc	fbbcae54
file	common/ai_strategy_plans/DEN_alternate_strategy_plan.txt	e034e98b74bffaeadc71c9beb890331e	49ff39d0
file	common/ai_strategy_plans/DEN_historical_strategy_plan.txt	5aa14867f3e4af286966472f80c62716	c88e3b94
file	common/ai_strategy_plans/ENG_alternate_strategy_plan.txt	d64d77331d767705acd50515dbd383d9	81b58b37
file	common/ai_strategy_plans/ENG_historical_strategy_plan.txt	a846fc8f0d9fb7c2eea0ec608d3e7e62	8ca18779
file	common/ai_strategy_plans/EST_alternate_strategy_plan.txt	fe53ad9f19ccbbed6b993c993b51711a	06b0e6a8
file	common/ai_strategy_plans/EST_historical_strategy_plan.txt	60b42dfb529c6f343cf718aedcec25e9	7e58db94
file	common/ai_strategy_plans/ETH_alternate_strategy_plan.txt	31a57ffb31e6cd54a83f78c77faca1a0	78e3f8bd
file	common/ai_strategy_plans/ETH_historical_strategy_plan.txt	3e670475ddb0236dae23c6b5ea5affad	e4a7c7b4
file	common/ai_strategy_plans/FIN_alternate_strategy_plan.txt	2b3c107e2539a011dbb65c2d6a9bb2b7	c87092be
file	common/ai_strategy_plans/FIN_historical_strategy_plan.txt	9062d846301aa8d7db266569575564c0	792132a3
file	common/ai_strategy_plans/FRA_alternate_strategy_plan.txt	c1c3f7e51d57df81dad4c4727129d158	9e05e650
file	common/ai_strategy_plans/FRA_historical_strategy_plan.txt	e98043a9af4d87d4bbe95bae09287cec	b384c5f5
file	common/ai_strategy_plans/GER_alternate_strategy_plan.txt	332c46471e39572de7da82ea63280294	f9627e2d
file	common/ai_strategy_plans/GER_historical_strategy_plan.txt	1c55f25f2f8e690d342e4fecd47fcd4a	ce9fba6a
file	common/ai_strategy_plans/GRE_alternate_strategy_plan.txt	c6ac94545ff140665b9fd5d2e537ce78	3676ef45
file	common/ai_strategy_plans/GRE_historical_strategy_plan.txt	8db8a6fce58c9f3b5a976ae26133b988	6c021d6e
file	common/ai_strategy_plans/GUAY_historical_strategy_plan.txt	745b051d4191757d08b1808d202fd0ab	093f2554
file	common/ai_strategy_plans/HOL_TAOG_alternate_strategy_plan.txt	cc7beaa580f920a2368592c031de3a76	88cb04d3
file	common/ai_strategy_plans/HOL_TAOG_historical_strategy_plan.txt	546d428136d2d6095ab99ce15c8ac2c5	8ad28ce9
file	common/ai_strategy_plans/HOL_alternate_strategy_plan.txt	326376202ec2aa2a9e2fee44b1aff5d4	0d136593
file	common/ai_strategy_plans/HOL_historical_strategy_plan.txt	eebfda3460f378329b60f170909bc22c	8d488d04
file	common/ai_strategy_plans/HUN_alternate.txt	6fecb48ce5d1a4ed6e0e5e0854824c25	3ed21891
file	common/ai_strategy_plans/HUN_historical_strategy_plan.txt	9b470f7337aa6ddd9df5c454af70761f	93eed7ba
file	common/ai_strategy_plans/HUN_ww_alternate.txt	0838a91b0a9b4537e1194138f5a4eb33	03b66948
file	common/ai_strategy_plans/HUN_ww_historical_strategy_plan.txt	467f5b7fec9c093dcfd453587b1e0fda	cf24ff3f
file	common/ai_strategy_plans/ICE_alternate_strategy_plan.txt	658ee884082e7ad4f1d9dcbc2fce4da8	21b57e9d
file	common/ai_strategy_plans/ICE_historical_strategy_plan.txt	5cd443b7c03db0845a0e3759080d4a8a	4d60cca8
file	common/ai_strategy_plans/INS_alternate_strategy_plan.txt	bfc4e77398356b623b05020e1f16a778	acff7894
file	common/ai_strategy_plans/INS_historical_strategy_plan.txt	3b554f7c0b40b67bbebaebe86ebd25bc	a395bfd7
file	common/ai_strategy_plans/IRQ_alternate_strategy_plan.txt	28fce779894e697446efa2d13fff25c1	103d7057
file	common/ai_strategy_plans/IRQ_historical_strategy_plan.txt	7e452f5f0838e0cff7fb2a7d109f297f	2cf09ef0
file	common/ai_strategy_plans/ITA_alternate_strategy_plan.txt	4ff62597a98d78f8ce96d76d2aa3ce2f	06c03e57
file	common/ai_strategy_plans/ITA_historical_strategy_plan.txt	d6224f142a11743f31da3c8750aaa86e	88d7f469
file	common/ai_strategy_plans/JAP_alternate_strategy_plan.txt	ad8600d8a50e06b8e34b18c5042e9961	780a9f0f
file	common/ai_strategy_plans/JAP_historical_strategy_plan.txt	58254a0fa0dd995133d32c21337e1a54	f152c869
file	common/ai_strategy_plans/LAT_alternate_strategy_plan.txt	c810b3780973d0b654b9988826cd3f91	4bd73d3e
file	common/ai_strategy_plans/LAT_historical_strategy_plan.txt	6781563ad589107800768993ca38907c	89c5947b
file	common/ai_strategy_plans/LIT_alternate_strategy_plan.txt	03951ff513abaa58d3f664cf30442e51	92d72437
file	common/ai_strategy_plans/LIT_historical_strategy_plan.txt	bc05c5cfe0528b8beb4101dbcf908ee1	f0a6b78b
file	common/ai_strategy_plans/MAN_TSR_alternate_strategy_plan.txt	2926569b9bafbec5147ac4d9a6ede9ce	289a6f6e
file	common/ai_strategy_plans/MAN_TSR_historical_strategy_plan.txt	57ff5221a04c36899a1f36084f49da74	9a2df2fc
file	common/ai_strategy_plans/MAN_alternate_strategy_plan.txt	5b8313cd45709d84000d73e339a29eb9	e4de3c04
file	common/ai_strategy_plans/MAN_historical_strategy_plan.txt	df1d2419889d33c159a47a7796d770dc	0a14ac89
file	common/ai_strategy_plans/MEX.txt	9164e896eca1ccf8ab34da14ca2f8732	fbbbb752
file	common/ai_strategy_plans/NOR_alternate_strategy_plan.txt	1e8c4816e0cd259918d36721359d5020	8ec03041
file	common/ai_strategy_plans/NOR_historical_strategy_plan.txt	7045942bf67ccb6640b75dad737fa31f	368b2f53
file	common/ai_strategy_plans/NZL_alternate_strategy_plan.txt	91f4fa77001887b5edd16dce8c288f10	8575eb57
file	common/ai_strategy_plans/NZL_historical_strategy_plan.txt	62475fbe9b2f2c65d1e1fd8a70a06f48	a12fd474
file	common/ai_strategy_plans/PAR_alternate_strategy_plan.txt	a789e5dd2b1dcc0fc0fe3b249e56ceef	f3556840
file	common/ai_strategy_plans/PAR_historical_strategy_plan.txt	f143fbdb058941397e3702e00f730aaf	125a0713
file	common/ai_strategy_plans/PER_alternate_strategy_plan.txt	ff2aad46a249e8e561828f2672c76c36	f44fde7d
file	common/ai_strategy_plans/PER_historical_strategy_plan.txt	e7efaca4ff3da61f04f35ce8303c53b6	c9de6237
file	common/ai_strategy_plans/PHI_alternate_strategy_plan.txt	3975e73fa2e1479a9d37a976a1a9bf99	8a1ee981
file	common/ai_strategy_plans/PHI_historical_strategy_plan.txt	275598417068a2fd2b7e172a8258e765	9fdbd858
file	common/ai_strategy_plans/POL_alternate_strategy_plan.txt	772e2f26e078ed71e6d7731405903540	e0ce668e
file	common/ai_strategy_plans/POL_historical_strategy_plan.txt	04c3665302854783baa1c285338c722f	6567aa66
file	common/ai_strategy_plans/POR_alternate_strategy_plan.txt	a20162b63793f6aa93d52cc6889460c3	958a0136
file	common/ai_strategy_plans/POR_historical_strategy_plan.txt	738e2c655a229d62e07f38482004c880	196412ca
file	common/ai_strategy_plans/PRC_TSR_alternate_strategy_plan.txt	33d0e25136920faf8d82de7286ffe540	88058319
file	common/ai_strategy_plans/PRC_TSR_historical_strategy_plan.txt	27d7013d14d4b4b78a1734ab05126287	fbb9d331
file	common/ai_strategy_plans/PRC_alternate_strategy_plan.txt	c5681478ef7d2699be5ce30d243b593b	28a43a91
file	common/ai_strategy_plans/PRC_default_strategy_plan.txt	bbe52b1679899d992dcb4dc31468d88f	f677ac33
file	common/ai_strategy_plans/PRC_historical_strategy_plan.txt	f85b56e473305c4e77ff012b82e4150e	823005ff
file	common/ai_strategy_plans/RAJ_GOE_alternative_strategy_plan.txt	4ed364d1e12f44ca57dcbccc6e63968f	665b9c20
file	common/ai_strategy_plans/RAJ_GOE_historical_strategy_plan.txt	d28632dae84e4669f4200a6b75482a16	b9bdf7eb
file	common/ai_strategy_plans/RAJ_alternate_strategy_plan.txt	6509bb2613c37baecf310e94ed67f259	3552730c
file	common/ai_strategy_plans/RAJ_historical_strategy_plan.txt	45370248558ae7f2483812721bfef99e	2ef1933f
file	common/ai_strategy_plans/RNG_historical_strategy_plan.txt	f48f1d39657cf7fbdc12eed85b420b4a	296b6312
file	common/ai_strategy_plans/ROM_alternate_strategy_plans.txt	a1b4a3d2909cadc01388f909d0ca777e	336fed9c
file	common/ai_strategy_plans/ROM_historical_strategy_plan.txt	6dd29d28d869297d22b7d6d5f90e8d9f	ef878e2e
file	common/ai_strategy_plans/SAF_alternate_strategy_plan.txt	c97d44a54fcdc085f2d93253750c347e	2442b6d4
file	common/ai_strategy_plans/SAF_historical_strategy_plan.txt	bb367df170f48b8a1d0905b0466d4ef9	278482aa
file	common/ai_strategy_plans/SIA_alternate_strategy_plan.txt	8eca7b4fedaaa35ee886de60889f90e3	899b4e02
file	common/ai_strategy_plans/SIA_historical_strategy_plan.txt	e1ca8d512e1e8fead9c91a08305b6f0e	232d46d3
file	common/ai_strategy_plans/SOV_alternate_strategy_plan.txt	8ea78234864781020afae8570857e606	81212a2d
file	common/ai_strategy_plans/SOV_historical_strategy_plan.txt	1b76e0af0f0572770a2b2402c4712edc	abd21359
file	common/ai_strategy_plans/SPA_alternate_strategy_plan.txt	55ac1b5372c859dddcdfeb111fc3002a	5fa69299
file	common/ai_strategy_plans/SPB_alternate_strategy_plan.txt	a9e4a07e01ac61075020f39b2345fc86	43a431a7
file	common/ai_strategy_plans/SPC_alternate_strategy_plan.txt	4866fbf5937db349853d2ac7ff28edb1	fff67cf5
file	common/ai_strategy_plans/SPD_alternate_strategy_plan.txt	4963bd7b5e7a0be70835edf4d6ffb01d	a5b03a75
file	common/ai_strategy_plans/SPD_historical_strategy_plan.txt	44e71d6979793a1c45b2838a6e85342e	3194ecf5
file	common/ai_strategy_plans/SPR_historical_strategy_plan.txt	786facfc9a8d371535e4ccb26d530a27	96386528
file	common/ai_strategy_plans/SWE_alternate_strategy_plan.txt	8447c76fdfd89038465303b8ced9cb23	9fc10813
file	common/ai_strategy_plans/SWE_historical_strategy_plan.txt	6109a6997ac00f1c68ba0ad9f09fa805	1f99f9f9
file	common/ai_strategy_plans/SWI_alternate_strategy_plan.txt	1bdca89a42455140db14d69573913a49	bccdc625
file	common/ai_strategy_plans/SWI_historical_strategy_plan.txt	10e59338a8e42eeef67d4b80b41ef2a6	eaec418f
file	common/ai_strategy_plans/TUR_alternate_strategy_plan.txt	48f48e6eddd79daee0bdc518e039de83	82414093
file	common/ai_strategy_plans/TUR_historical_strategy_plan.txt	37971bb395e39d5c6c163a55ecce571b	0e4da44e
file	common/ai_strategy_plans/URG_alternative_strategy_plan.txt	c2d716bd8eddb4ac06b85d87a8572844	85a1ab36
file	common/ai_strategy_plans/URG_historical_strategy_plan.txt	4c64144c43a5b952090740657f7b8081	1baba1d2
file	common/ai_strategy_plans/USA_alternate_strategy_plan.txt	0433ddbc50c56ffdfda87a663e8d24fe	a2e4966b
file	common/ai_strategy_plans/USA_historical_strategy_plan.txt	1da63beaf8d297c32f3cd54b21708b86	3c5a4805
file	common/ai_strategy_plans/YUG_alternate_strategy_plan.txt	8a0c69d0e9ac75672446910af5b5ddb8	9f04c851
