28;68.00;9.50;1636.00;big
28;4055.00;9.50;1575.00;big
29;3500.00;9.50;702.00;big
29;3631.00;9.50;666.00;big
30;1142.00;11.85;1234.00;big
30;1102.00;12.75;1249.00;big
31;2762.00;10.57;775.00;big
31;2706.00;9.80;690.00;big
32;967.00;10.20;1254.00;big
32;981.00;10.20;1306.00;big
32;908.00;9.82;1244.00;big
33;836.00;10.00;1283.00;big
33;872.00;9.70;1209.00;big
33;822.00;9.88;1222.00;big
34;853.00;12.62;1337.00;small
34;912.00;10.82;1333.00;small
35;983.00;9.80;1354.00;small
35;917.00;10.10;1382.00;small
36;596.00;9.85;1332.00;small
36;655.00;10.10;1326.00;small
37;612.00;13.05;1256.00;big
37;570.00;10.95;1285.00;big
38;533.00;9.80;1348.00;big
38;526.00;9.95;1298.00;big
39;666.00;10.07;1260.00;big
39;696.00;9.80;1276.00;big
40;727.00;9.80;1293.00;small
40;774.00;10.93;1320.00;small
41;818.00;9.80;1480.00;big
41;849.00;9.80;1461.00;big
42;973.00;9.80;1466.00;small
42;926.00;9.65;1424.00;small
43;831.00;11.70;1391.00;small
43;816.00;10.53;1362.00;small
44;889.00;9.80;1471.00;small
44;931.00;9.80;1459.00;small
45;993.00;9.80;1454.00;big
45;1036.00;9.80;1490.00;big
46;1090.00;10.32;1557.00;big
46;1063.00;10.35;1528.00;big
46;1123.00;9.73;1565.00;big
47;1108.00;9.90;1654.00;big
47;1105.00;9.80;1609.00;big
48;768.00;10.23;1370.00;small
48;721.00;10.10;1350.00;small
49;609.00;9.80;1412.00;small
49;587.00;9.82;1386.00;small
50;646.00;11.50;1427.00;small
50;667.00;10.55;1461.00;small
51;637.00;10.25;1495.00;small
51;597.00;9.80;1503.00;big
52;580.00;10.55;1534.00;big
52;532.00;9.80;1548.00;big
53;576.00;10.73;1606.00;big
53;536.00;9.68;1602.00;small
54;631.00;9.80;1377.00;small
54;676.00;9.80;1396.00;small
55;804.00;9.80;1449.00;small
55;767.00;9.90;1443.00;small
56;726.00;9.80;1443.00;small
56;698.00;9.80;1433.00;small
57;881.00;10.12;1416.00;small
57;844.00;10.30;1421.00;small
58;730.00;9.80;1393.00;small
58;798.00;9.90;1409.00;small
59;695.00;9.80;1493.00;small
59;747.00;9.80;1481.00;small
60;671.00;9.80;1546.00;big
60;620.00;10.65;1572.00;big
61;866.00;9.80;1528.00;big
61;820.00;10.48;1530.00;big
62;1004.00;10.25;1519.00;big
62;939.00;9.85;1512.00;big
63;854.00;10.90;1590.00;big
63;905.00;9.80;1567.00;big
64;766.00;10.00;1543.00;big
64;748.00;9.80;1509.00;big
64;798.00;15.45;1498.00;big
64;707.00;10.12;1546.00;small
65;1084.00;9.80;1695.00;big
65;1024.00;9.80;1669.00;big
66;1600.00;9.50;66.00;big
66;1401.00;9.50;14.00;big
67;985.00;9.50;764.00;big
67;848.00;9.50;918.00;big
68;1842.00;9.50;136.00;big
68;1960.00;9.50;71.00;big
69;974.00;12.10;1596.00;big
69;1033.00;9.93;1585.00;big
70;923.00;9.80;1661.00;big
70;960.00;9.80;1676.00;big
71;856.00;9.80;1644.00;big
71;889.00;9.80;1650.00;big
72;924.00;17.45;1714.00;big
72;994.00;19.30;1736.00;big
73;791.00;11.98;1693.00;big
73;852.00;13.93;1703.00;big
74;810.00;10.00;1631.00;big
74;770.00;10.00;1659.00;big
75;688.00;9.80;1592.00;big
75;734.00;9.90;1574.00;big
75;739.00;9.90;1626.00;big
76;785.00;9.80;1581.00;big
76;817.00;9.80;1582.00;big
77;893.00;9.50;613.00;big
77;795.00;9.50;441.00;big
78;774.00;9.50;60.00;small
78;884.00;9.50;86.00;small
79;2911.00;11.12;710.00;big
79;2864.00;9.80;758.00;big
80;664.00;9.50;173.00;big
80;565.00;9.50;78.00;big
81;919.00;9.50;309.00;small
81;879.00;9.50;209.00;small
82;3007.00;9.85;814.00;big
82;2942.00;9.80;793.00;big
83;668.00;10.82;1621.00;big
83;622.00;10.43;1629.00;big
84;671.00;9.90;1685.00;big
84;718.00;10.10;1704.00;big
85;2746.00;9.80;630.00;big
85;2810.00;9.80;632.00;big
86;582.00;9.90;1658.00;big
86;624.00;10.20;1674.00;big
87;485.00;15.20;1678.00;big
87;531.00;11.98;1672.00;big
88;487.00;10.68;1623.00;big
88;453.00;10.85;1606.00;big
89;436.00;11.10;1646.00;big
89;405.00;10.88;1661.00;small
89;451.00;16.40;1680.00;small
90;366.00;11.35;1604.00;big
90;350.00;12.30;1544.00;big
91;294.00;10.10;1645.00;big
91;338.00;10.03;1638.00;big
92;294.00;9.80;1583.00;big
92;255.00;9.90;1591.00;big
93;236.00;10.70;1677.00;big
93;249.00;10.50;1636.00;big
94;2846.00;9.80;532.00;big
94;2912.00;9.80;548.00;big
95;2313.00;11.55;403.00;big
95;2396.00;9.80;428.00;big
96;429.00;12.18;1745.00;small
96;365.00;12.23;1756.00;small
96;338.00;13.38;1688.00;big
97;261.00;11.00;1791.00;big
97;300.00;11.70;1704.00;big
97;248.00;11.20;1740.00;big
98;352.00;11.93;1824.00;big
98;304.00;12.38;1781.00;big
99;388.00;14.10;1851.00;small
99;396.00;11.65;1795.00;small
100;452.00;10.62;1859.00;big
100;479.00;9.80;1807.00;big
100;503.00;10.20;1882.00;big
101;427.00;10.10;1898.00;big
101;448.00;10.07;1942.00;big
102;787.00;10.62;1768.00;big
102;834.00;11.50;1768.00;big
103;925.00;9.80;1803.00;big
103;869.00;10.30;1802.00;big
104;1050.00;9.80;1790.00;big
104;977.00;9.80;1797.00;big
105;1785.00;9.80;163.00;big
105;1776.00;9.80;220.00;big
106;3143.00;16.12;392.00;big
106;3106.00;9.80;419.00;big
107;1228.00;11.50;1879.00;big
107;1159.00;12.48;1956.00;big
108;955.00;13.65;1945.00;small
108;891.00;10.50;1994.00;small
108;960.00;13.40;2020.00;small
108;1018.00;15.18;2003.00;small
108;1067.00;12.75;1987.00;small
109;732.00;11.15;1996.00;big
109;825.00;10.70;1919.00;big
109;885.00;11.68;1941.00;big
109;906.00;15.35;1881.00;big
110;691.00;9.50;1945.00;big
110;633.00;12.00;1909.00;big
111;516.00;10.70;1954.00;big
111;653.00;14.32;2024.00;big
111;591.00;13.15;1955.00;big
112;588.00;9.80;1753.00;big
112;487.00;10.10;1747.00;big
112;539.00;9.80;1755.00;big
113;574.00;9.80;1695.00;big
113;634.00;9.80;1727.00;big
114;705.00;14.93;1875.00;small
114;792.00;14.32;1857.00;small
114;756.00;16.55;1792.00;small
115;940.00;10.05;1863.00;big
115;1000.00;10.65;1871.00;big
116;1071.00;15.28;1745.00;big
116;1127.00;9.80;1744.00;big
117;1039.00;11.10;1850.00;big
117;1113.00;9.98;1845.00;big
118;1078.00;10.88;1937.00;big
118;988.00;13.03;1912.00;big
119;1157.00;11.98;1785.00;big
119;1218.00;10.40;1819.00;big
120;543.00;10.80;1834.00;big
120;550.00;10.12;1891.00;big
121;623.00;13.10;1833.00;big
121;676.00;11.25;1769.00;big
121;598.00;9.80;1806.00;small
122;2095.00;10.57;1903.00;big
122;2137.00;10.32;1880.00;big
123;507.00;9.50;658.00;big
123;602.00;9.50;399.00;big
124;2094.00;10.20;377.00;big
124;2090.00;9.90;289.00;big
124;2180.00;10.10;348.00;big
124;2221.00;9.80;417.00;big
125;2684.00;9.80;491.00;big
125;2594.00;9.80;498.00;big
126;1830.00;9.90;201.00;big
126;1898.00;10.30;181.00;big
127;320.00;9.50;1255.00;big
127;183.00;9.50;1279.00;big
128;2810.00;9.80;458.00;big
128;2819.00;12.70;388.00;big
129;595.00;9.50;1060.00;big
129;482.00;9.50;1118.00;big
129;360.00;9.50;1102.00;big
130;1043.00;9.98;1053.00;big
130;905.00;10.43;1053.00;big
130;729.00;9.50;1086.00;big
131;2659.00;9.80;555.00;big
131;2737.00;9.80;539.00;big
132;55.00;9.50;1295.00;big
132;43.00;9.50;1390.00;big
132;4024.00;9.50;1443.00;big
132;4017.00;9.50;1306.00;big
133;2944.00;12.53;411.00;big
133;2897.00;9.80;466.00;big
134;2693.00;9.93;398.00;big
134;2658.00;11.28;419.00;big
135;2462.00;9.80;356.00;big
135;2524.00;9.80;404.00;big
136;2547.00;9.95;301.00;big
136;2624.00;9.80;322.00;big
137;2412.00;9.80;258.00;big
137;2345.00;9.80;329.00;big
138;2611.00;11.45;1021.00;big
138;2731.00;10.10;1006.00;big
139;2688.00;9.95;1120.00;big
139;2699.00;10.25;1056.00;big
140;2610.00;10.20;1089.00;big
140;2560.00;10.10;1133.00;big
141;2496.00;10.98;1086.00;big
141;2445.00;11.20;1115.00;big
142;2303.00;12.25;1030.00;big
142;2414.00;12.80;1022.00;big
143;2585.00;14.60;953.00;big
143;2496.00;13.43;987.00;big
144;2599.00;9.80;598.00;big
144;2673.00;9.80;631.00;big
145;2724.00;10.10;923.00;big
145;2787.00;10.30;907.00;big
146;2537.00;20.25;871.00;big
146;2432.00;20.02;863.00;big
147;2267.00;13.88;952.00;big
147;2355.00;16.95;918.00;big
148;2198.00;14.60;1021.00;big
148;2141.00;14.57;1016.00;big
149;1448.00;9.50;1582.00;big
149;1414.00;9.50;1528.00;big
150;1475.00;9.50;1670.00;big
150;1338.00;9.80;1681.00;big
151;326.00;9.50;742.00;big
151;171.00;9.50;713.00;big
151;149.00;9.50;848.00;big
152;1428.00;9.80;202.00;big
152;1360.00;9.80;184.00;big
153;1553.00;10.73;1444.00;small
154;1483.00;10.10;1522.00;big
154;1548.00;12.75;1525.00;big
154;1530.00;9.80;1489.00;big
155;1566.00;10.12;1623.00;big
155;1507.00;10.15;1570.00;big
155;1491.00;10.25;1614.00;big
155;1549.00;10.25;1586.00;big
156;1545.00;10.60;1659.00;big
156;1581.00;10.15;1710.00;big
156;1607.00;9.85;1688.00;big
157;1687.00;9.80;1653.00;big
157;1613.00;9.90;1627.00;big
157;1641.00;9.80;1658.00;big
157;1649.00;9.80;1608.00;big
157;1706.00;9.80;1614.00;small
158;1365.00;9.80;1793.00;big
158;1402.00;9.80;1750.00;big
159;1615.00;10.30;1774.00;big
159;1555.00;10.00;1758.00;big
159;1556.00;10.28;1813.00;big
160;1482.00;11.43;1834.00;big
160;1483.00;9.88;1772.00;big
161;1423.00;10.85;1887.00;big
161;1371.00;9.80;1908.00;big
161;1401.00;12.18;1845.00;small
161;1342.00;9.78;1843.00;big
162;1519.00;11.50;1918.00;big
162;1428.00;10.25;1935.00;big
163;1678.00;10.45;1922.00;big
163;1652.00;10.10;1984.00;big
163;1587.00;11.12;1937.00;big
164;1813.00;9.50;1684.00;big
164;1767.00;9.90;1632.00;big
164;1751.00;9.95;1685.00;big
165;1612.00;9.90;1509.00;big
166;1590.00;11.78;1564.00;small
166;1642.00;10.30;1568.00;small
167;1703.00;9.80;1370.00;small
167;1645.00;9.80;1351.00;big
167;1679.00;10.30;1308.00;small
168;1747.00;9.80;1335.00;big
168;1793.00;10.85;1365.00;big
169;1564.00;9.80;1362.00;big
169;1601.00;9.80;1376.00;big
170;1639.00;9.93;1446.00;big
170;1651.00;9.80;1408.00;big
171;1759.00;10.30;1468.00;big
171;1721.00;10.18;1471.00;big
171;1710.00;10.03;1441.00;big
172;1666.00;11.53;1472.00;big
172;1687.00;10.30;1511.00;big
173;1683.00;9.80;1562.00;big
173;1728.00;9.80;1565.00;big
173;1774.00;10.40;1579.00;big
174;1835.00;10.20;1579.00;big
174;1850.00;10.00;1628.00;big
175;1811.00;11.00;1490.00;big
175;1848.00;13.62;1516.00;small
175;1833.00;10.80;1458.00;big
176;1781.00;10.00;1434.00;big
176;1822.00;10.40;1422.00;big
176;1735.00;9.80;1406.00;small
177;2042.00;9.80;1346.00;big
177;1984.00;9.95;1335.00;big
178;1886.00;11.85;1313.00;big
178;1926.00;10.73;1285.00;big
179;1840.00;10.73;1344.00;big
179;1862.00;11.68;1393.00;big
180;1802.00;9.90;1297.00;big
180;1811.00;11.00;1273.00;big
181;1891.00;14.00;1530.00;small
181;1898.00;12.25;1459.00;small
182;2027.00;10.10;1483.00;small
182;1960.00;10.40;1517.00;big
182;1972.00;10.60;1457.00;small
183;2073.00;10.50;1492.00;big
183;2048.00;10.43;1525.00;big
183;2110.00;10.40;1527.00;big
184;2067.00;10.48;1584.00;big
184;2008.00;10.30;1578.00;big
185;1932.00;10.10;1586.00;big
185;1968.00;10.07;1561.00;big
186;1974.00;9.80;1641.00;big
186;2034.00;10.00;1644.00;big
187;1894.00;9.90;1668.00;big
187;1902.00;10.00;1625.00;big
188;1683.00;10.40;1699.00;big
188;1689.00;10.10;1745.00;big
188;1639.00;9.80;1722.00;big
189;1626.00;11.80;1826.00;big
189;1585.00;12.68;1866.00;big
190;1761.00;16.98;1813.00;big
190;1684.00;11.15;1804.00;small
190;1723.00;13.75;1859.00;big
191;1747.00;10.43;1749.00;big
191;1796.00;11.82;1736.00;big
192;2013.00;10.68;1733.00;big
192;1960.00;10.15;1736.00;big
193;2058.00;10.00;1704.00;small
193;1981.00;9.80;1686.00;small
194;1881.00;10.35;1778.00;big
194;1917.00;10.00;1803.00;big
195;1827.00;10.15;1853.00;big
195;1788.00;10.35;1878.00;big
195;1837.00;10.07;1794.00;big
195;1868.00;10.28;1833.00;small
196;1912.00;11.07;1868.00;big
196;1953.00;10.53;1891.00;big
196;1978.00;11.43;1829.00;big
196;1862.00;10.10;1884.00;big
196;1891.00;10.40;1907.00;small
197;1771.00;10.90;1925.00;big
197;1823.00;10.88;1936.00;big
197;1741.00;10.98;1980.00;big
198;1830.00;9.80;1992.00;big
198;1918.00;10.20;1968.00;big
199;2084.00;10.25;1442.00;small
199;2119.00;10.18;1402.00;small
199;2124.00;10.05;1454.00;small
200;2168.00;9.90;1403.00;small
200;2173.00;10.73;1478.00;big
201;2253.00;12.43;1542.00;big
201;2207.00;10.78;1520.00;big
202;2296.00;11.55;1524.00;big
202;2242.00;10.20;1478.00;big
203;2306.00;10.30;1623.00;big
203;2259.00;11.53;1598.00;big
203;2265.00;12.10;1680.00;big
204;2159.00;10.50;1645.00;big
204;2209.00;10.57;1631.00;big
205;1920.00;9.80;1729.00;big
205;1863.00;9.90;1737.00;big
206;2038.00;11.32;1795.00;small
206;1991.00;13.15;1773.00;small
206;1970.00;10.00;1793.00;big
207;2202.00;10.70;1748.00;big
207;2102.00;11.60;1749.00;big
207;2091.00;12.68;1810.00;big
208;2221.00;11.78;1697.00;big
208;2139.00;11.35;1693.00;big
209;2157.00;11.50;1577.00;big
209;2207.00;12.40;1570.00;small
209;2095.00;11.62;1631.00;small
210;1680.00;9.50;1214.00;big
210;1550.00;9.50;1288.00;big
211;1777.00;9.50;1261.00;big
211;1819.00;9.50;1209.00;big
212;1476.00;9.80;104.00;big
212;1325.00;9.80;94.00;big
213;2008.00;9.80;1258.00;big
213;2123.00;9.60;1187.00;big
214;1934.00;9.50;1349.00;big
214;1952.00;9.80;1305.00;big
215;1445.00;9.50;2007.00;big
215;1393.00;9.50;1970.00;big
215;1552.00;9.50;1984.00;big
216;1723.00;9.50;2039.00;big
216;1624.00;9.50;2001.00;big
216;1925.00;9.50;1999.00;big
217;1737.00;10.50;1506.00;small
217;1784.00;10.20;1500.00;small
217;1793.00;11.60;1534.00;big
218;1469.00;10.40;1357.00;big
218;1528.00;9.50;1468.00;big
219;2278.00;9.80;497.00;big
219;2085.00;10.00;503.00;big
220;1980.00;9.50;1934.00;big
220;2014.00;9.50;1977.00;big
220;2057.00;9.50;1945.00;big
220;1923.00;9.50;1930.00;big
220;1833.00;9.50;1966.00;big
221;2147.00;9.50;1829.00;big
221;2095.00;9.50;1857.00;big
221;2004.00;9.50;1863.00;big
222;2140.00;9.50;1358.00;big
222;2052.00;9.80;1399.00;big
222;2102.00;11.35;1354.00;big
223;1215.00;12.32;83.00;big
223;1102.00;12.40;61.00;big
224;3826.00;9.50;961.00;big
224;3547.00;9.50;884.00;big
225;2332.00;9.50;1418.00;big
225;2237.00;9.50;1401.00;big
226;2344.00;9.50;1552.00;big
226;2436.00;9.50;1677.00;big
227;2348.00;9.50;1814.00;big
227;2395.00;9.50;1735.00;big
227;2254.00;9.50;1795.00;big
228;2185.00;9.50;1990.00;big
228;2149.00;9.50;1953.00;big
228;2036.00;9.50;2018.00;big
228;2216.00;9.50;1881.00;big
228;2290.00;9.50;1932.00;big
228;2256.00;9.50;1865.00;big
228;2108.00;9.50;2006.00;big
229;1927.00;10.53;1380.00;big
229;1978.00;10.30;1417.00;big
230;2728.00;9.50;1380.00;big
230;2542.00;9.50;1487.00;big
231;2519.00;9.50;1885.00;big
231;2770.00;9.50;1800.00;big
232;1368.00;9.50;1105.00;big
232;1374.00;9.50;1238.00;big
233;112.00;9.50;1938.00;big
233;4061.00;9.50;1929.00;big
234;1660.00;10.65;960.00;big
234;1624.00;9.80;968.00;big
235;1557.00;9.60;1106.00;big
235;1532.00;9.50;966.00;big
236;1672.00;9.50;927.00;big
236;1756.00;9.78;1000.00;big
237;1690.00;10.38;856.00;big
237;1722.00;10.60;901.00;big
238;1636.00;9.50;825.00;big
238;1741.00;9.80;831.00;big
239;1838.00;10.43;943.00;big
239;1783.00;9.80;949.00;big
240;1762.00;9.80;1041.00;big
240;1913.00;9.50;1111.00;big
241;1865.00;11.68;1000.00;big
241;1940.00;11.45;1013.00;big
242;2029.00;11.78;1026.00;big
242;2086.00;12.05;1011.00;big
243;3757.00;9.50;613.00;big
243;3856.00;9.50;751.00;big
244;2349.00;9.50;1238.00;big
244;2227.00;9.85;1145.00;big
245;2099.00;9.80;1156.00;big
245;2115.00;9.80;1121.00;big
246;2282.00;11.90;1110.00;big
246;2335.00;11.78;1172.00;big
247;2227.00;9.50;1058.00;big
247;2367.00;9.50;1101.00;big
248;2054.00;9.90;934.00;big
248;1925.00;10.45;936.00;big
249;2518.00;9.50;1223.00;big
249;2665.00;9.50;1219.00;big
250;2568.00;11.93;1260.00;big
250;2535.00;9.82;1220.00;big
251;848.00;9.80;28.00;big
251;924.00;9.80;26.00;big
252;3216.00;9.50;1914.00;big
252;2994.00;9.50;1793.00;big
253;1212.00;9.50;904.00;big
253;1152.00;9.57;1018.00;big
254;3327.00;9.50;1035.00;big
254;3134.00;9.50;1122.00;big
255;1327.00;9.80;839.00;big
255;1442.00;9.50;742.00;big
256;3897.00;9.50;1432.00;big
256;3779.00;9.50;1238.00;big
257;1544.00;10.30;188.00;big
257;1658.00;9.80;184.00;big
258;1086.00;9.50;476.00;big
258;1222.00;9.50;600.00;big
259;3614.00;9.50;1742.00;big
259;3516.00;9.50;1901.00;big
260;162.00;9.50;80.00;big
260;391.00;9.50;182.00;big
261;1412.00;9.50;303.00;big
261;1401.00;9.80;404.00;big
262;1517.00;10.55;281.00;big
262;1584.00;10.90;272.00;big
263;4022.00;9.50;1059.00;big
263;141.00;9.50;1030.00;big
264;1051.00;9.50;210.00;big
264;1166.00;9.50;215.00;big
265;1062.00;9.50;5.00;big
265;1248.00;9.50;12.00;big
266;1727.00;9.50;56.00;big
266;1919.00;9.50;37.00;big
267;2538.00;9.50;64.00;big
267;2254.00;9.50;54.00;big
268;3044.00;9.50;77.00;big
268;2777.00;9.50;93.00;big
269;3736.00;9.50;1525.00;big
269;3540.00;9.50;1332.00;big
270;694.00;9.50;872.00;big
270;477.00;9.50;930.00;big
271;2089.00;9.50;97.00;big
271;2218.00;9.50;183.00;big
272;2250.00;9.50;279.00;big
272;2303.00;10.45;253.00;big
273;2657.00;9.80;223.00;big
273;2465.00;9.50;193.00;big
274;2754.00;9.78;379.00;big
274;2753.00;9.80;457.00;big
275;14.00;9.50;855.00;big
275;4020.00;9.50;835.00;big
276;1471.00;9.80;337.00;big
276;1555.00;9.80;369.00;big
277;2601.00;9.50;468.00;big
277;2494.00;9.50;489.00;big
278;3300.00;9.50;633.00;big
278;3301.00;9.50;826.00;big
279;2956.00;9.75;315.00;big
279;2788.00;9.50;322.00;big
280;3166.00;9.50;219.00;big
280;3115.00;9.50;328.00;big
281;3121.00;9.50;499.00;big
281;2991.00;9.50;517.00;big
282;2918.00;9.50;620.00;big
282;2992.00;9.50;691.00;big
283;2866.00;12.73;928.00;big
283;2883.00;9.80;855.00;big
284;3080.00;9.50;752.00;big
284;3016.00;9.50;898.00;big
285;2938.00;9.50;1552.00;big
285;2996.00;9.50;1322.00;big
286;2929.00;9.50;1074.00;big
286;2833.00;9.50;971.00;big
287;71.00;9.50;276.00;big
287;4019.00;9.50;251.00;big
288;3839.00;9.50;1976.00;big
288;3924.00;9.50;1747.00;big
289;1855.00;10.10;891.00;big
289;1791.00;9.80;856.00;big
290;1719.00;9.80;746.00;big
290;1785.00;9.80;747.00;big
291;1700.00;9.80;583.00;big
291;1738.00;9.80;646.00;big
292;1651.00;9.80;644.00;big
292;1656.00;9.80;740.00;big
293;1538.00;11.43;775.00;big
293;1501.00;11.18;735.00;big
294;1496.00;10.20;673.00;big
294;1562.00;10.00;686.00;big
295;2122.00;11.80;926.00;big
295;2175.00;11.65;887.00;big
296;1862.00;9.80;734.00;big
296;1827.00;9.80;645.00;big
297;1748.00;9.80;526.00;big
297;1831.00;9.80;518.00;big
298;1617.00;9.80;546.00;big
298;1670.00;9.80;510.00;big
299;1525.00;9.80;535.00;big
299;1545.00;9.80;593.00;big
300;1437.00;9.80;580.00;big
300;1448.00;9.80;620.00;big
301;1237.00;9.80;297.00;big
301;1224.00;9.80;341.00;big
302;1275.00;10.00;381.00;big
302;1227.00;11.48;407.00;big
303;1212.00;10.28;466.00;big
303;1277.00;9.80;511.00;big
304;1166.00;11.30;395.00;big
304;1155.00;9.80;357.00;big
305;1339.00;9.80;470.00;big
305;1280.00;10.78;450.00;big
306;1365.00;9.80;547.00;big
306;1443.00;9.80;532.00;big
307;1482.00;10.40;473.00;big
307;1403.00;9.80;459.00;big
308;1942.00;10.40;531.00;big
308;1909.00;9.80;432.00;big
309;1890.00;9.80;813.00;big
309;1964.00;9.80;877.00;big
310;1980.00;10.40;646.00;big
310;2082.00;10.40;675.00;big
311;2225.00;10.10;809.00;big
311;2098.00;9.80;819.00;big
312;2470.00;9.80;547.00;big
312;2526.00;9.80;584.00;big
313;2502.00;10.28;662.00;big
313;2591.00;9.80;677.00;big
314;2360.00;9.80;547.00;big
314;2426.00;9.80;596.00;big
315;2374.00;9.80;669.00;big
315;2243.00;10.10;667.00;big
316;2631.00;10.28;752.00;big
316;2641.00;10.43;832.00;big
317;2457.00;9.90;768.00;big
317;2542.00;10.12;756.00;big
318;2317.00;10.73;802.00;big
318;2383.00;9.90;783.00;big
319;2210.00;11.70;935.00;big
319;2250.00;10.18;859.00;big
320;1642.00;9.80;446.00;big
320;1586.00;9.80;468.00;big
321;1696.00;9.80;453.00;big
321;1695.00;9.90;391.00;big
322;1750.00;9.80;433.00;big
322;1797.00;9.90;382.00;big
323;1737.00;10.10;328.00;big
323;1787.00;10.20;311.00;big
324;1618.00;10.07;378.00;big
324;1642.00;10.00;324.00;big
325;1676.00;10.40;274.00;big
325;1781.00;10.20;262.00;big
326;1878.00;9.90;346.00;big
326;1974.00;9.80;330.00;big
327;1863.00;10.03;265.00;big
327;1934.00;9.80;264.00;big
328;1883.00;12.20;87.00;big
328;1829.00;11.30;111.00;big
329;1305.00;9.80;243.00;big
329;1291.00;9.95;176.00;big
